1	2026-09-17T02:02:50.575436814-0400	00:0c:29:05:04:72	16:e5:6e:99:a1:b7	1	10.13.159.176	00:0c:29:05:04:72	10.13.159.95	00:00:00:00:00:00
2	2026-09-17T02:02:50.638905927-0400	16:e5:6e:99:a1:b7	00:0c:29:05:04:72	2	10.13.159.95	16:e5:6e:99:a1:b7	10.13.159.176	00:0c:29:05:04:72
3	2026-09-17T02:02:50.911419581-0400	16:e5:6e:99:a1:b7	00:0c:29:05:04:72	1	10.13.159.95	16:e5:6e:99:a1:b7	10.13.159.176	00:00:00:00:00:00
4	2026-09-17T02:02:50.911442056-0400	00:0c:29:05:04:72	16:e5:6e:99:a1:b7	2	10.13.159.176	00:0c:29:05:04:72	10.13.159.95	16:e5:6e:99:a1:b7
